id,marque,modele,annee,kilometrage,prix,carburant,transmission,couleur,ville,typeVendeur,datePublication,description
235,Ford,Fusion,2018,162700,24999,HYBRIDE,AUTOMATIQUE,Rouge,Hamilton,CONCESSIONNAIRE,2026-01-22,"Superbe Ford Fusion 2018 en excellente condition, 162 700 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Hamilton. Prix: 24 999 $ CAD, negociable."
236,Acura,RDX,2016,81000,24880,ESSENCE,MANUELLE,Blanc,Mississauga,CONCESSIONNAIRE,2026-07-02,"Acura RDX 2016 de couleur blanc, 81 000 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission manuelle. Inspection recente reussie. Vendeur situe a Mississauga. Prix: 24 880 $ CAD."
237,Hyundai,Elantra,2022,13683,38295,HYBRIDE,AUTOMATIQUE,Bleu,Montreal,CONCESSIONNAIRE,2026-02-19,"A vendre Hyundai Elantra 2022, 13 683 km au compteur. Hybride, faible consommation avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur bleu, aucun accident rapporte. Disponible a Montreal. Prix demande: 38 295 $."
238,Nissan,Rogue,2019,174000,18995,ESSENCE,MANUELLE,Noir,Halifax,CONCESSIONNAIRE,2026-08-12,"Cette Nissan Rogue 2019 (174 000 km) est en excellent etat. Carburant: a essence, transmission manuelle, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Halifax. Prix affiche: 18 995 $ CAD, faire une offre."
239,Ford,Fusion,2015,121416,15795,ESSENCE,MANUELLE,Argent,Laval,PARTICULIER,2025-11-05,"Cette Ford Fusion 2015 (121 416 km) est en excellent etat. Carburant: a essence, transmission manuelle, couleur argent. Vehicule non accidente, deuxieme proprietaire. Localisation: Laval. Prix affiche: 15 795 $ CAD, faire une offre."
240,Chevrolet,Volt,2017,127000,18997,HYBRIDE,AUTOMATIQUE,Noir,Regina,CONCESSIONNAIRE,2025-09-05,"Superbe Chevrolet Volt 2017 en excellente condition, 127 000 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Regina. Prix: 18 997 $ CAD, negociable."
241,Ford,Fusion,2010,86800,12499,HYBRIDE,AUTOMATIQUE,Blanc,Regina,PARTICULIER,2026-02-19,"Cette Ford Fusion 2010 (86 800 km) est en excellent etat. Carburant: hybride, faible consommation, transmission automatique, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: Regina. Prix affiche: 12 499 $ CAD, faire une offre."
242,Volvo,XC60 Recharge,2021,37699,50408,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Blanc,Calgary,CONCESSIONNAIRE,2026-01-04,"Occasion a saisir: Volvo XC60 Recharge 2021, seulement 37 699 km. Vehicule hybride rechargeable (PHEV), transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Calgary. Prix: 50 408 $."
243,GMC,Sierra,2020,72000,61901,DIESEL,AUTOMATIQUE,Noir,Winnipeg,PARTICULIER,2026-01-15,"Superbe GMC Sierra 2020 en excellente condition, 72 000 km. Entretien regulier effectue, carnet complet disponible. Vehicule diesel, economique en carburant, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Winnipeg. Prix: 61 901 $ CAD, negociable."
244,Subaru,Crosstrek,2020,32699,31831,ESSENCE,AUTOMATIQUE,Gris,Toronto,CONCESSIONNAIRE,2026-01-18,"Cette Subaru Crosstrek 2020 (32 699 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur gris. Vehicule non accidente, deuxieme proprietaire. Localisation: Toronto. Prix affiche: 31 831 $ CAD, faire une offre."
245,Nissan,LEAF,2015,103670,14999,ELECTRIQUE,AUTOMATIQUE,Vert,Quebec,PARTICULIER,2026-05-01,"A vendre Nissan LEAF 2015, 103 670 km au compteur. 100% electrique, zero emission avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur vert, aucun accident rapporte. Disponible a Quebec. Prix demande: 14 999 $."
246,Jeep,Grand,2018,73666,43399,DIESEL,AUTOMATIQUE,Noir,Halifax,CONCESSIONNAIRE,2026-04-13,"Cette Jeep Grand 2018 (73 666 km) est en excellent etat. Carburant: diesel, economique en carburant, transmission automatique, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Halifax. Prix affiche: 43 399 $ CAD, faire une offre."
247,Dodge,Caravan,2010,144938,11988,ESSENCE,AUTOMATIQUE,Blanc,Calgary,CONCESSIONNAIRE,2025-11-27,"Cette Dodge Caravan 2010 (144 938 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: Calgary. Prix affiche: 11 988 $ CAD, faire une offre."
248,Audi,Q7,2019,80625,48639,ESSENCE,MANUELLE,Argent,Montreal,PARTICULIER,2026-05-17,"Audi Q7 2019 de couleur argent, 80 625 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission manuelle. Inspection recente reussie. Vendeur situe a Montreal. Prix: 48 639 $ CAD."
249,Chevrolet,Equinox,2019,162444,19377,ESSENCE,AUTOMATIQUE,Blanc,Vancouver,CONCESSIONNAIRE,2026-01-23,"Chevrolet Equinox 2019 de couleur blanc, 162 444 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Vancouver. Prix: 19 377 $ CAD."
250,Chevrolet,Cruze,2017,157200,15000,HYBRIDE,AUTOMATIQUE,Blanc,Hamilton,CONCESSIONNAIRE,2026-02-04,"A vendre Chevrolet Cruze 2017, 157 200 km au compteur. Hybride, faible consommation avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Hamilton. Prix demande: 15 000 $."
251,Volvo,S90,2023,500,81262,ESSENCE,AUTOMATIQUE,Noir,Mississauga,CONCESSIONNAIRE,2026-07-04,"Cette Volvo S90 2023 (500 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Mississauga. Prix affiche: 81 262 $ CAD, faire une offre."
252,Volkswagen,Tiguan,2022,37000,39700,ESSENCE,AUTOMATIQUE,Argent,Montreal,CONCESSIONNAIRE,2025-10-17,"Volkswagen Tiguan 2022 de couleur argent, 37 000 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Montreal. Prix: 39 700 $ CAD."
253,Hyundai,Sonata,2016,166000,13990,ESSENCE,AUTOMATIQUE,Noir,Kitchener,CONCESSIONNAIRE,2025-10-11,"Hyundai Sonata 2016 de couleur noir, 166 000 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Kitchener. Prix: 13 990 $ CAD."
254,Ford,Escape,2022,500,46824,HYBRIDE,AUTOMATIQUE,Bleu,Halifax,CONCESSIONNAIRE,2026-06-21,"Superbe Ford Escape 2022 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Halifax. Prix: 46 824 $ CAD, negociable."
255,Chevrolet,Silverado,2023,500,73203,DIESEL,AUTOMATIQUE,Noir,Quebec,PARTICULIER,2025-09-21,"Occasion a saisir: Chevrolet Silverado 2023, seulement 500 km. Vehicule diesel, economique en carburant, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Quebec. Prix: 73 203 $."
256,GMC,Sierra,2023,500,78023,DIESEL,AUTOMATIQUE,Bleu,Montreal,CONCESSIONNAIRE,2025-11-14,"GMC Sierra 2023 de couleur bleu, 500 km, en tres bon etat mecanique et esthetique. Moteur diesel, economique en carburant, transmission automatique. Inspection recente reussie. Vendeur situe a Montreal. Prix: 78 023 $ CAD."
257,Toyota,RAV4 Prime,2023,20025,51595,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Beige,Gatineau,CONCESSIONNAIRE,2025-08-06,"Toyota RAV4 Prime 2023 de couleur beige, 20 025 km, en tres bon etat mecanique et esthetique. Moteur hybride rechargeable (PHEV), transmission automatique. Inspection recente reussie. Vendeur situe a Gatineau. Prix: 51 595 $ CAD."
258,GMC,Sierra,2023,500,71223,DIESEL,AUTOMATIQUE,Blanc,Quebec,CONCESSIONNAIRE,2025-06-30,"Superbe GMC Sierra 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule diesel, economique en carburant, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Quebec. Prix: 71 223 $ CAD, negociable."
259,GMC,Canyon,2020,77400,37495,DIESEL,MANUELLE,Blanc,Toronto,PARTICULIER,2026-06-03,"A vendre GMC Canyon 2020, 77 400 km au compteur. Diesel, economique en carburant avec transmission manuelle, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Toronto. Prix demande: 37 495 $."
260,Ford,E-Transit,2023,500,83415,ELECTRIQUE,AUTOMATIQUE,Blanc,Ottawa,PARTICULIER,2026-02-05,"Superbe Ford E-Transit 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule 100% electrique, zero emission, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Ottawa. Prix: 83 415 $ CAD, negociable."
261,Volvo,XC40,2023,500,60387,ESSENCE,AUTOMATIQUE,Blanc,Montreal,CONCESSIONNAIRE,2026-01-06,"Superbe Volvo XC40 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Montreal. Prix: 60 387 $ CAD, negociable."
262,Jeep,Grand,2023,500,85825,ESSENCE,AUTOMATIQUE,Blanc,Vancouver,PARTICULIER,2026-01-19,"Cette Jeep Grand 2023 (500 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: Vancouver. Prix affiche: 85 825 $ CAD, faire une offre."
263,Nissan,Rogue,2017,111188,20699,ESSENCE,MANUELLE,Bordeaux,Vancouver,CONCESSIONNAIRE,2025-10-08,"Nissan Rogue 2017 de couleur bordeaux, 111 188 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission manuelle. Inspection recente reussie. Vendeur situe a Vancouver. Prix: 20 699 $ CAD."
264,Chevrolet,Bolt,2023,500,40493,ELECTRIQUE,AUTOMATIQUE,Blanc,Victoria,PARTICULIER,2026-05-07,"Superbe Chevrolet Bolt 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule 100% electrique, zero emission, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Victoria. Prix: 40 493 $ CAD, negociable."
265,Volvo,XC40,2022,2740,74999,ELECTRIQUE,AUTOMATIQUE,Vert,Ottawa,CONCESSIONNAIRE,2026-04-30,"Superbe Volvo XC40 2022 en excellente condition, 2 740 km. Entretien regulier effectue, carnet complet disponible. Vehicule 100% electrique, zero emission, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Ottawa. Prix: 74 999 $ CAD, negociable."
266,Jeep,Grand,2022,500,81780,HYBRIDE,AUTOMATIQUE,Argent,Winnipeg,CONCESSIONNAIRE,2026-01-03,"A vendre Jeep Grand 2022, 500 km au compteur. Hybride, faible consommation avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur argent, aucun accident rapporte. Disponible a Winnipeg. Prix demande: 81 780 $."
267,Mitsubishi,Outlander,2023,500,59637,HYBRIDE,AUTOMATIQUE,Blanc,Laval,CONCESSIONNAIRE,2026-02-01,"Superbe Mitsubishi Outlander 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Laval. Prix: 59 637 $ CAD, negociable."
268,BMW,X5,2016,185600,26599,ESSENCE,AUTOMATIQUE,Blanc,Kitchener,CONCESSIONNAIRE,2026-05-24,"A vendre BMW X5 2016, 185 600 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Kitchener. Prix demande: 26 599 $."
269,Infiniti,QX60,2023,500,73918,ESSENCE,AUTOMATIQUE,Noir,Winnipeg,CONCESSIONNAIRE,2025-06-18,"Occasion a saisir: Infiniti QX60 2023, seulement 500 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Winnipeg. Prix: 73 918 $."
270,Mitsubishi,Outlander,2023,500,59187,HYBRIDE,AUTOMATIQUE,Brun,Saskatoon,CONCESSIONNAIRE,2025-10-19,"Cette Mitsubishi Outlander 2023 (500 km) est en excellent etat. Carburant: hybride, faible consommation, transmission automatique, couleur brun. Vehicule non accidente, deuxieme proprietaire. Localisation: Saskatoon. Prix affiche: 59 187 $ CAD, faire une offre."
271,Mazda,CX-9,2023,500,47228,ESSENCE,AUTOMATIQUE,Noir,Quebec,PARTICULIER,2025-09-23,"Cette Mazda CX-9 2023 (500 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Quebec. Prix affiche: 47 228 $ CAD, faire une offre."
272,Ford,F-150,2023,500,79816,HYBRIDE,MANUELLE,Noir,Toronto,PARTICULIER,2026-02-01,"Cette Ford F-150 2023 (500 km) est en excellent etat. Carburant: hybride, faible consommation, transmission manuelle, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Toronto. Prix affiche: 79 816 $ CAD, faire une offre."
273,Toyota,RAV4 Prime,2022,33614,48730,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Argent,Edmonton,CONCESSIONNAIRE,2026-05-06,"Toyota RAV4 Prime 2022 de couleur argent, 33 614 km, en tres bon etat mecanique et esthetique. Moteur hybride rechargeable (PHEV), transmission automatique. Inspection recente reussie. Vendeur situe a Edmonton. Prix: 48 730 $ CAD."
274,Jeep,Grand,2022,948,86665,HYBRIDE,MANUELLE,Noir,Mississauga,CONCESSIONNAIRE,2026-02-01,"Superbe Jeep Grand 2022 en excellente condition, 948 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Mississauga. Prix: 86 665 $ CAD, negociable."
275,Chevrolet,Malibu,2017,76000,21999,ESSENCE,AUTOMATIQUE,Noir,St. John's,CONCESSIONNAIRE,2026-03-03,"Superbe Chevrolet Malibu 2017 en excellente condition, 76 000 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission automatique. Interieur propre et non-fumeur. Idealement situe a St. John's. Prix: 21 999 $ CAD, negociable."
276,Nissan,LEAF,2016,88137,15995,ELECTRIQUE,AUTOMATIQUE,Bordeaux,Toronto,CONCESSIONNAIRE,2025-10-31,"Occasion a saisir: Nissan LEAF 2016, seulement 88 137 km. Vehicule 100% electrique, zero emission, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Toronto. Prix: 15 995 $."
277,Tesla,Model 3,2020,79887,46980,ELECTRIQUE,AUTOMATIQUE,Blanc,Toronto,CONCESSIONNAIRE,2026-01-13,"Occasion a saisir: Tesla Model 3 2020, seulement 79 887 km. Vehicule 100% electrique, zero emission, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Toronto. Prix: 46 980 $."
278,Nissan,LEAF,2018,82000,24500,ELECTRIQUE,AUTOMATIQUE,Gris,Calgary,PARTICULIER,2026-04-06,"Nissan LEAF 2018 de couleur gris, 82 000 km, en tres bon etat mecanique et esthetique. Moteur 100% electrique, zero emission, transmission automatique. Inspection recente reussie. Vendeur situe a Calgary. Prix: 24 500 $ CAD."
279,Volkswagen,Passat,2014,234117,14480,DIESEL,AUTOMATIQUE,Blanc,Montreal,CONCESSIONNAIRE,2026-01-04,"Cette Volkswagen Passat 2014 (234 117 km) est en excellent etat. Carburant: diesel, economique en carburant, transmission automatique, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: Montreal. Prix affiche: 14 480 $ CAD, faire une offre."
280,GMC,Sierra,2023,500,72003,DIESEL,MANUELLE,Blanc,Halifax,PARTICULIER,2025-12-30,"A vendre GMC Sierra 2023, 500 km au compteur. Diesel, economique en carburant avec transmission manuelle, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Halifax. Prix demande: 72 003 $."
281,BMW,4,2016,92000,28295,ESSENCE,MANUELLE,Noir,Quebec,CONCESSIONNAIRE,2026-07-15,"Superbe BMW 4 2016 en excellente condition, 92 000 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Quebec. Prix: 28 295 $ CAD, negociable."
282,Mercedes-Benz,GLE450,2020,23084,74988,ESSENCE,AUTOMATIQUE,Bleu,Surrey,PARTICULIER,2026-02-08,"Cette Mercedes-Benz GLE450 2020 (23 084 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur bleu. Vehicule non accidente, deuxieme proprietaire. Localisation: Surrey. Prix affiche: 74 988 $ CAD, faire une offre."
283,Ford,Escape,2022,11535,34988,ESSENCE,AUTOMATIQUE,Noir,Edmonton,PARTICULIER,2025-08-26,"Ford Escape 2022 de couleur noir, 11 535 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Edmonton. Prix: 34 988 $ CAD."
284,Hyundai,Elantra,2021,67049,30900,HYBRIDE,MANUELLE,Blanc,Calgary,PARTICULIER,2026-07-25,"Cette Hyundai Elantra 2021 (67 049 km) est en excellent etat. Carburant: hybride, faible consommation, transmission manuelle, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: Calgary. Prix affiche: 30 900 $ CAD, faire une offre."
285,Audi,Q4,2023,500,78393,ELECTRIQUE,AUTOMATIQUE,Noir,Ottawa,CONCESSIONNAIRE,2026-03-20,"A vendre Audi Q4 2023, 500 km au compteur. 100% electrique, zero emission avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur noir, aucun accident rapporte. Disponible a Ottawa. Prix demande: 78 393 $."
286,Hyundai,Ioniq,2020,13211,43688,ELECTRIQUE,AUTOMATIQUE,Argent,Vancouver,CONCESSIONNAIRE,2026-07-19,"A vendre Hyundai Ioniq 2020, 13 211 km au compteur. 100% electrique, zero emission avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur argent, aucun accident rapporte. Disponible a Vancouver. Prix demande: 43 688 $."
287,Audi,Q5,2019,77311,35989,ESSENCE,AUTOMATIQUE,Noir,Laval,CONCESSIONNAIRE,2025-10-20,"Occasion a saisir: Audi Q5 2019, seulement 77 311 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Laval. Prix: 35 989 $."
288,Honda,Civic,2016,199000,17995,ESSENCE,MANUELLE,Gris,Ottawa,PARTICULIER,2026-07-27,"Honda Civic 2016 de couleur gris, 199 000 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission manuelle. Inspection recente reussie. Vendeur situe a Ottawa. Prix: 17 995 $ CAD."
289,BMW,X5,2011,195000,14995,DIESEL,AUTOMATIQUE,Noir,Toronto,PARTICULIER,2025-11-24,"Occasion a saisir: BMW X5 2011, seulement 195 000 km. Vehicule diesel, economique en carburant, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Toronto. Prix: 14 995 $."
290,Chrysler,Pacifica,2023,500,72075,ESSENCE,MANUELLE,Rouge,Ottawa,PARTICULIER,2025-07-26,"Cette Chrysler Pacifica 2023 (500 km) est en excellent etat. Carburant: a essence, transmission manuelle, couleur rouge. Vehicule non accidente, deuxieme proprietaire. Localisation: Ottawa. Prix affiche: 72 075 $ CAD, faire une offre."
291,Kia,Sorento,2022,38125,68995,HYBRIDE,AUTOMATIQUE,Blanc,Montreal,CONCESSIONNAIRE,2025-12-27,"Superbe Kia Sorento 2022 en excellente condition, 38 125 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Montreal. Prix: 68 995 $ CAD, negociable."
292,Volkswagen,Golf,2016,118000,33000,ESSENCE,MANUELLE,Bleu,Montreal,CONCESSIONNAIRE,2025-11-26,"A vendre Volkswagen Golf 2016, 118 000 km au compteur. A essence avec transmission manuelle, tres fiable pour la conduite hivernale canadienne. Couleur bleu, aucun accident rapporte. Disponible a Montreal. Prix demande: 33 000 $."
293,Ford,Mustang,2022,8201,81565,ELECTRIQUE,AUTOMATIQUE,Gris,Mississauga,CONCESSIONNAIRE,2026-04-07,"Superbe Ford Mustang 2022 en excellente condition, 8 201 km. Entretien regulier effectue, carnet complet disponible. Vehicule 100% electrique, zero emission, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Mississauga. Prix: 81 565 $ CAD, negociable."
294,Jeep,Wrangler,2023,500,59980,ESSENCE,MANUELLE,Argent,Calgary,CONCESSIONNAIRE,2025-07-19,"A vendre Jeep Wrangler 2023, 500 km au compteur. A essence avec transmission manuelle, tres fiable pour la conduite hivernale canadienne. Couleur argent, aucun accident rapporte. Disponible a Calgary. Prix demande: 59 980 $."
295,Hyundai,Tucson,2022,500,58000,HYBRIDE,AUTOMATIQUE,Gris,Laval,CONCESSIONNAIRE,2025-08-25,"A vendre Hyundai Tucson 2022, 500 km au compteur. Hybride, faible consommation avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur gris, aucun accident rapporte. Disponible a Laval. Prix demande: 58 000 $."
296,Jeep,Cherokee,2023,500,57180,ESSENCE,AUTOMATIQUE,Blanc,Quebec,CONCESSIONNAIRE,2026-07-19,"A vendre Jeep Cherokee 2023, 500 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Quebec. Prix demande: 57 180 $."
297,Nissan,LEAF,2018,69350,29608,ELECTRIQUE,AUTOMATIQUE,Blanc,Quebec,CONCESSIONNAIRE,2026-03-13,"A vendre Nissan LEAF 2018, 69 350 km au compteur. 100% electrique, zero emission avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Quebec. Prix demande: 29 608 $."
298,Ford,Explorer,2020,85256,40142,ESSENCE,AUTOMATIQUE,Noir,Kitchener,PARTICULIER,2026-07-18,"Superbe Ford Explorer 2020 en excellente condition, 85 256 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Kitchener. Prix: 40 142 $ CAD, negociable."
299,Toyota,RAV4 Prime,2022,32821,46682,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Vert,Vancouver,PARTICULIER,2025-09-22,"Occasion a saisir: Toyota RAV4 Prime 2022, seulement 32 821 km. Vehicule hybride rechargeable (PHEV), transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Vancouver. Prix: 46 682 $."
300,Ford,F-150,2023,500,90641,HYBRIDE,AUTOMATIQUE,Noir,Edmonton,CONCESSIONNAIRE,2026-06-27,"Occasion a saisir: Ford F-150 2023, seulement 500 km. Vehicule hybride, faible consommation, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Edmonton. Prix: 90 641 $."
301,Tesla,Model 3,2022,3732,54995,ELECTRIQUE,AUTOMATIQUE,Blanc,Calgary,CONCESSIONNAIRE,2025-08-12,"Tesla Model 3 2022 de couleur blanc, 3 732 km, en tres bon etat mecanique et esthetique. Moteur 100% electrique, zero emission, transmission automatique. Inspection recente reussie. Vendeur situe a Calgary. Prix: 54 995 $ CAD."
302,Honda,Odyssey,2016,132688,23800,ESSENCE,AUTOMATIQUE,Noir,Toronto,PARTICULIER,2026-02-10,"Occasion a saisir: Honda Odyssey 2016, seulement 132 688 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Toronto. Prix: 23 800 $."
303,Hyundai,Elantra,2017,175356,13999,ESSENCE,MANUELLE,Bleu,Hamilton,CONCESSIONNAIRE,2025-08-25,"Occasion a saisir: Hyundai Elantra 2017, seulement 175 356 km. Vehicule a essence, transmission manuelle, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Hamilton. Prix: 13 999 $."
304,Ford,Transit,2016,144000,33900,DIESEL,AUTOMATIQUE,Blanc,Laval,CONCESSIONNAIRE,2026-04-15,"Superbe Ford Transit 2016 en excellente condition, 144 000 km. Entretien regulier effectue, carnet complet disponible. Vehicule diesel, economique en carburant, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Laval. Prix: 33 900 $ CAD, negociable."
305,Volkswagen,Tiguan,2018,106326,28590,ESSENCE,AUTOMATIQUE,Bleu,Quebec,CONCESSIONNAIRE,2026-06-04,"Cette Volkswagen Tiguan 2018 (106 326 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur bleu. Vehicule non accidente, deuxieme proprietaire. Localisation: Quebec. Prix affiche: 28 590 $ CAD, faire une offre."
306,BMW,X4,2023,500,91359,ESSENCE,AUTOMATIQUE,Gris,Ottawa,CONCESSIONNAIRE,2026-02-06,"BMW X4 2023 de couleur gris, 500 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Ottawa. Prix: 91 359 $ CAD."
307,BMW,i3,2014,101000,22950,ELECTRIQUE,AUTOMATIQUE,Argent,Toronto,PARTICULIER,2026-05-25,"Superbe BMW i3 2014 en excellente condition, 101 000 km. Entretien regulier effectue, carnet complet disponible. Vehicule 100% electrique, zero emission, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Toronto. Prix: 22 950 $ CAD, negociable."
308,Mazda,CX-3,2019,42215,24999,ESSENCE,AUTOMATIQUE,Blanc,Quebec,CONCESSIONNAIRE,2026-05-10,"Superbe Mazda CX-3 2019 en excellente condition, 42 215 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Quebec. Prix: 24 999 $ CAD, negociable."
309,Hyundai,Tucson,2022,2231,53498,HYBRIDE,AUTOMATIQUE,Noir,Montreal,CONCESSIONNAIRE,2026-06-25,"Hyundai Tucson 2022 de couleur noir, 2 231 km, en tres bon etat mecanique et esthetique. Moteur hybride, faible consommation, transmission automatique. Inspection recente reussie. Vendeur situe a Montreal. Prix: 53 498 $ CAD."
310,Tesla,Model X,2017,122000,75899,ELECTRIQUE,AUTOMATIQUE,Gris,Surrey,CONCESSIONNAIRE,2026-02-15,"Occasion a saisir: Tesla Model X 2017, seulement 122 000 km. Vehicule 100% electrique, zero emission, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Surrey. Prix: 75 899 $."
311,Nissan,LEAF,2023,500,46999,ELECTRIQUE,AUTOMATIQUE,Gris,Montreal,PARTICULIER,2026-04-29,"A vendre Nissan LEAF 2023, 500 km au compteur. 100% electrique, zero emission avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur gris, aucun accident rapporte. Disponible a Montreal. Prix demande: 46 999 $."
312,Infiniti,QX50,2017,97328,22500,ESSENCE,AUTOMATIQUE,Blanc,Toronto,PARTICULIER,2025-12-17,"Infiniti QX50 2017 de couleur blanc, 97 328 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Toronto. Prix: 22 500 $ CAD."
